"","fixed acidity","volatile acidity","citric acid","residual sugar","chlorides","free sulfur dioxide","total sulfur dioxide","density","pH","sulphates","alcohol","quality"
"1229",9.1,0.3,0.41,2,0.068,10,24,0.99523,3.27,0.85,11.7,7
"1230",7.8,0.53,0.33,2.4,0.08,24,144,0.99655,3.3,0.6,9.5,5
"1231",9,0.6,0.29,2,0.069,32,73,0.99654,3.34,0.57,10,5
"1232",8.8,0.3,0.38,2.3,0.06,19,72,0.99543,3.39,0.72,11.8,6
"1233",7.8,0.56,0.19,2,0.081,17,108,0.9962,3.32,0.54,9.5,5
"1234",8.3,0.28,0.48,2.1,0.093,6,12,0.99408,3.26,0.62,12.4,7
"1235",12.2,0.34,0.5,2.4,0.066,10,21,1,3.12,1.18,9.2,6
"1236",8,0.3,0.63,1.6,0.081,16,29,0.99588,3.3,0.78,10.8,6
"1237",7.4,0.35,0.33,2.4,0.068,9,26,0.9947,3.36,0.6,11.9,6
"1238",8.8,0.37,0.48,2.1,0.097,39,145,0.9975,3.04,1.03,9.3,5
"1239",8.4,0.665,0.61,2,0.112,13,95,0.997,3.16,0.54,9.1,5
"1240",6.7,0.41,0.43,2.8,0.076,22,54,0.99572,3.42,1.16,10.6,6
"1241",6.3,0.6,0.1,1.6,0.048,12,26,0.99306,3.55,0.51,12.1,5
"1242",7.9,0.32,0.51,1.8,0.341,17,56,0.9969,3.04,1.08,9.2,6
"1243",5.9,0.19,0.21,1.7,0.045,57,135,0.99341,3.32,0.44,9.5,5
"1244",6.9,0.41,0.33,2.2,0.081,22,36,0.9949,3.41,0.75,11.1,6
"1245",9.3,0.39,0.44,2.1,0.107,34,125,0.9978,3.14,1.22,9.5,5
"1246",12.9,0.5,0.55,2.8,0.072,7,24,1.00012,3.09,0.68,10.9,6
"1247",10.2,0.4,0.4,2.5,0.068,41,54,0.99754,3.38,0.86,10.5,6
"1248",7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9,5
"1249",5.2,0.32,0.25,1.8,0.103,13,50,0.9957,3.38,0.55,9.2,5
"1250",8.3,0.3,0.49,3.8,0.09,11,24,0.99498,3.27,0.64,12.1,7
"1251",12,0.38,0.56,2.1,0.093,6,24,0.99925,3.14,0.71,10.9,6
"1252",8.8,0.955,0.05,1.8,0.075,5,19,0.99616,3.3,0.44,9.6,4
"1253",6.6,0.66,0,3,0.115,21,31,0.99629,3.45,0.63,10.3,5
"1254",10,0.38,0.38,1.6,0.169,27,90,0.99914,3.15,0.65,8.5,5
"1255",7.2,0.67,0,2.2,0.068,10,24,0.9956,3.42,0.72,11.1,6
"1256",8.1,0.725,0.22,2.2,0.072,11,41,0.9967,3.36,0.55,9.1,5
"1257",10.4,0.24,0.49,1.8,0.075,6,20,0.9977,3.18,1.06,11,6
"1258",10.2,0.41,0.43,2.2,0.11,11,37,0.99728,3.16,0.67,10.8,5
"1259",8.8,0.44,0.49,2.8,0.083,18,111,0.9982,3.3,0.6,9.5,5
"1260",9.3,0.655,0.26,2,0.096,5,35,0.99738,3.25,0.42,9.6,5
"1261",8.2,0.59,0,2.5,0.093,19,58,1.0002,3.5,0.65,9.3,6
"1262",11.5,0.315,0.54,2.1,0.084,5,15,0.9987,2.98,0.7,9.2,6
"1263",7.8,0.5,0.09,2.2,0.115,10,42,0.9971,3.18,0.62,9.5,5
"1264",10.4,0.44,0.73,6.55,0.074,38,76,0.999,3.17,0.85,12,7
"1265",6.4,0.865,0.03,3.2,0.071,27,58,0.995,3.61,0.49,12.7,6
"1266",10.8,0.45,0.33,2.5,0.099,20,38,0.99818,3.24,0.71,10.8,5
"1267",6.7,0.48,0.08,2.1,0.064,18,34,0.99552,3.33,0.64,9.7,5
"1268",7.3,0.45,0.36,5.9,0.074,12,87,0.9978,3.33,0.83,10.5,5
"1269",7.9,0.545,0.06,4,0.087,27,61,0.9965,3.36,0.67,10.7,6
"1270",8.6,0.47,0.47,2.4,0.074,7,29,0.9979,3.08,0.46,9.5,5
"1271",6.1,0.58,0.23,2.5,0.044,16,70,0.99352,3.46,0.65,12.5,6
"1272",7.6,0.49,0.33,1.9,0.074,27,85,0.99706,3.41,0.58,9,5
"1273",12.2,0.48,0.54,2.6,0.085,19,64,1,3.1,0.61,10.5,6
"1274",6.1,0.48,0.09,1.7,0.078,18,30,0.99402,3.45,0.54,11.2,6
"1275",7.5,0.38,0.57,2.3,0.106,5,12,0.99605,3.36,0.55,11.4,6
"1276",7.7,0.43,0.25,2.6,0.073,29,63,0.99615,3.37,0.58,10.5,6
"1277",7.2,0.34,0.21,2.5,0.075,41,68,0.99586,3.37,0.54,10.1,6
"1278",8.2,0.28,0.4,2.4,0.052,4,10,0.99356,3.33,0.7,12.8,7
"1279",8.8,0.47,0.49,2.9,0.085,17,110,0.9982,3.29,0.6,9.8,5
"1280",8.2,0.78,0,2.2,0.089,13,26,0.9978,3.37,0.46,9.6,4
"1281",10.2,0.54,0.37,15.4,0.214,55,95,1.00369,3.18,0.77,9,6
"1282",6.6,0.61,0,1.6,0.069,4,8,0.99396,3.33,0.37,10.4,4
"1283",8.9,0.38,0.4,2.2,0.068,12,28,0.99486,3.27,0.75,12.6,7
"1284",6.4,0.56,0.15,1.8,0.078,17,65,0.99294,3.33,0.6,10.5,6
"1285",9.5,0.57,0.27,2.3,0.082,23,144,0.99782,3.27,0.55,9.4,5
"1286",9.2,0.59,0.24,3.3,0.101,20,47,0.9988,3.26,0.67,9.6,5
"1287",6.8,0.785,0,2.4,0.104,14,30,0.9966,3.52,0.55,10.7,6
"1288",5.6,0.66,0,2.2,0.087,3,11,0.99378,3.71,0.63,12.8,7
"1289",11.2,0.5,0.74,5.15,0.1,5,17,0.9996,3.22,0.62,11.2,5
"1290",6.4,0.42,0.09,2.3,0.054,34,64,0.99724,3.41,0.68,10.4,6
"1291",6.4,0.885,0,2.3,0.166,6,12,0.99551,3.56,0.51,10.8,5
"1292",10,0.58,0.22,1.9,0.08,9,32,0.9974,3.13,0.55,9.5,5
"1293",7.7,0.56,0.08,2.5,0.114,14,46,0.9971,3.24,0.66,9.6,6
"1294",7.7,0.61,0.18,2.4,0.083,6,20,0.9963,3.29,0.6,10.2,6
"1295",7.5,0.42,0.31,1.6,0.08,15,42,0.9978,3.31,0.64,9,5
"1296",9.2,0.67,0.1,3,0.091,12,48,0.99888,3.31,0.54,9.5,6
"1297",7.2,0.53,0.14,2.1,0.064,15,29,0.99323,3.35,0.61,12.1,6
"1298",11.3,0.34,0.45,2,0.082,6,15,0.9988,2.94,0.66,9.2,6
"1299",7.6,0.95,0.03,2,0.09,7,20,0.9959,3.2,0.56,9.6,5
"1300",7.9,0.3,0.68,8.3,0.05,37.5,289,0.99316,3.01,0.51,12.3,7
"1301",12.9,0.35,0.49,5.8,0.066,5,35,1.0014,3.2,0.66,12,7
"1302",7,0.65,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5,6
"1303",7.6,0.49,0.26,1.6,0.236,10,88,0.9968,3.11,0.8,9.3,5
"1304",8.1,0.575,0.22,2.1,0.077,12,65,0.9967,3.29,0.51,9.2,5
"1305",8.8,0.59,0.18,2.9,0.089,12,74,0.99738,3.14,0.54,9.4,5
"1306",6.8,0.36,0.32,1.8,0.067,4,8,0.9928,3.36,0.55,12.8,7
"1307",8.4,0.67,0.19,2.2,0.093,11,75,0.99736,3.2,0.59,9.2,4
"1308",7.8,0.56,0.19,1.8,0.104,12,47,0.9964,3.19,0.93,9.5,5
"1309",8.4,0.25,0.39,2,0.041,4,10,0.99386,3.27,0.71,12.5,7
"1310",10.3,0.34,0.52,2.8,0.159,15,75,0.9998,3.18,0.64,9.4,5
"1311",9.1,0.21,0.37,1.6,0.067,6,10,0.99552,3.23,0.58,11.1,7
"1312",10.6,0.31,0.49,2.2,0.063,18,40,0.9976,3.14,0.51,9.8,6
"1313",7.8,0.44,0.28,2.7,0.1,18,95,0.9966,3.22,0.67,9.4,5
"1314",7,0.38,0.49,2.5,0.097,33,85,0.9962,3.39,0.77,11.4,6
"1315",11.9,0.4,0.65,2.15,0.068,7,27,0.9988,3.06,0.68,11.3,6
"1316",8.3,0.845,0.01,2.2,0.07,5,14,0.9967,3.32,0.58,11,4
"1317",9.5,0.735,0.1,2.1,0.079,6,31,0.9986,3.23,0.56,10.1,6
"1318",6.8,0.49,0.22,2.3,0.071,13,24,0.99438,3.41,0.83,11.3,6
"1319",6.8,0.63,0.07,2.1,0.089,11,44,0.9953,3.47,0.55,10.4,6
"1320",7.7,0.69,0.49,1.8,0.115,20,112,0.9968,3.21,0.71,9.3,5
"1321",7.7,0.935,0.43,2.2,0.114,22,114,0.997,3.25,0.73,9.2,5
"1322",7.7,0.51,0.28,2.1,0.087,23,54,0.998,3.42,0.74,9.2,5
"1323",11.4,0.36,0.69,2.1,0.09,6,21,1,3.17,0.62,9.2,6
"1324",8,0.58,0.28,3.2,0.066,21,114,0.9973,3.22,0.54,9.4,6
"1325",7,0.5,0.25,2,0.07,3,22,0.9963,3.25,0.63,9.2,5
"1326",7.2,0.52,0.07,1.4,0.074,5,20,0.9973,3.32,0.81,9.6,6
"1327",8,0.18,0.37,0.9,0.049,36,109,0.99007,2.89,0.44,12.7,6
"1328",7,0.45,0.34,2.7,0.082,16,72,0.998,3.55,0.6,9.5,5
"1329",7.8,0.87,0.26,3.8,0.107,31,67,0.99668,3.26,0.46,9.2,5
"1330",6.6,0.63,0,4.3,0.093,51,77.5,0.99558,3.2,0.45,9.5,5
"1331",12.3,0.39,0.63,2.3,0.091,6,18,1.0004,3.16,0.49,9.5,5
"1332",8.9,0.4,0.32,5.6,0.087,10,47,0.9991,3.38,0.77,10.5,7
"1333",11.4,0.625,0.66,6.2,0.088,6,24,0.9988,3.11,0.99,13.3,6
"1334",6,0.5,0.04,2.2,0.092,13,26,0.99647,3.46,0.47,10,5
"1335",8,0.45,0.23,2.2,0.094,16,29,0.9962,3.21,0.49,10.2,6
"1336",6.8,0.57,0,2.5,0.072,32,64,0.99491,3.43,0.56,11.2,6
"1337",8,0.42,0.32,2.5,0.08,26,122,0.99801,3.22,1.07,9.7,5
"1338",8.8,0.685,0.26,1.6,0.088,16,23,0.99694,3.32,0.47,9.4,5
"1339",6.8,0.51,0.01,2.1,0.074,9,25,0.9958,3.33,0.56,9.5,6
"1340",7.6,0.36,0.31,1.7,0.079,26,65,0.99716,3.46,0.62,9.5,6
"1341",9.9,0.35,0.38,1.5,0.058,31,47,0.99676,3.26,0.82,10.6,7
"1342",9.7,0.42,0.46,2.1,0.074,5,16,0.99649,3.27,0.74,12.3,6
"1343",7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,5
"1344",8.3,0.26,0.37,1.4,0.076,8,23,0.9974,3.26,0.7,9.6,6
"1345",8.2,0.64,0.27,2,0.095,5,77,0.99747,3.13,0.62,9.1,6
"1346",11.5,0.42,0.48,2.6,0.077,8,20,0.99852,3.09,0.53,11,5
"1347",8,0.67,0.3,2,0.06,38,62,0.9958,3.26,0.56,10.2,6
"1348",7.8,0.735,0.08,2.4,0.092,10,41,0.9974,3.24,0.71,9.8,6
"1349",7.7,0.775,0.42,1.9,0.092,8,86,0.9959,3.23,0.59,9.5,5
"1350",6.5,0.88,0.03,5.6,0.079,23,47,0.99572,3.58,0.5,11.2,4
"1351",7.3,0.67,0.26,1.8,0.401,16,51,0.9969,3.16,1.14,9.4,5
"1352",6.1,0.705,0.1,2.8,0.081,13,28,0.99631,3.6,0.66,10.2,5
"1353",7.9,0.35,0.46,3.6,0.078,15,37,0.9973,3.35,0.86,12.8,8
"1354",8.2,0.885,0.2,1.4,0.086,7,31,0.9946,3.11,0.46,10,5
"1355",9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,6
"1356",9.9,0.35,0.41,2.3,0.083,11,61,0.9982,3.21,0.5,9.5,5
"1357",7.5,0.61,0.26,1.9,0.073,24,88,0.99612,3.3,0.53,9.8,5
"1358",11.6,0.58,0.66,2.2,0.074,10,47,1.0008,3.25,0.57,9,3
"1359",7,0.56,0.13,1.6,0.077,25,42,0.99629,3.34,0.59,9.2,5
"1360",8.1,0.87,0,2.2,0.084,10,31,0.99656,3.25,0.5,9.8,5
"1361",8.3,0.65,0.1,2.9,0.089,17,40,0.99803,3.29,0.55,9.5,5
"1362",7.7,0.665,0,2.4,0.09,8,19,0.9974,3.27,0.73,9.3,5
"1363",7.5,0.6,0.03,1.8,0.095,25,99,0.995,3.35,0.54,10.1,5
"1364",7.6,0.715,0,2.1,0.068,30,35,0.99533,3.48,0.65,11.4,6
"1365",7.2,0.49,0.18,2.7,0.069,13,34,0.9967,3.29,0.48,9.2,6
"1366",7.6,0.41,0.14,3,0.087,21,43,0.9964,3.32,0.57,10.5,6
"1367",6.4,0.36,0.21,2.2,0.047,26,48,0.99661,3.47,0.77,9.7,6
"1368",7.6,0.62,0.32,2.2,0.082,7,54,0.9966,3.36,0.52,9.4,5
"1369",7.2,0.655,0.03,1.8,0.078,7,12,0.99587,3.34,0.39,9.5,5
"1370",7,0.64,0.02,2.1,0.067,9,23,0.997,3.47,0.67,9.4,6
"1371",12.4,0.4,0.51,2,0.059,6,24,0.9994,3.04,0.6,9.3,6
"1372",7.4,0.64,0.07,1.8,0.1,8,23,0.9961,3.3,0.58,9.6,5
"1373",8,0.58,0.16,2,0.12,3,7,0.99454,3.22,0.58,11.2,6
"1374",8.2,0.57,0.26,2.2,0.06,28,65,0.9959,3.3,0.43,10.1,5
"1375",5.9,0.61,0.08,2.1,0.071,16,24,0.99376,3.56,0.77,11.1,6
"1376",8.4,0.6,0.1,2.2,0.085,14,111,0.9964,3.15,0.66,9.8,5
"1377",7.9,0.33,0.23,1.7,0.077,18,45,0.99625,3.29,0.65,9.3,5
"1378",11.9,0.695,0.53,3.4,0.128,7,21,0.9992,3.17,0.84,12.2,7
"1379",7.6,0.41,0.49,2,0.088,16,43,0.998,3.48,0.64,9.1,5
"1380",9,0.48,0.32,2.8,0.084,21,122,0.9984,3.32,0.62,9.4,5
"1381",7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,7
"1382",5.9,0.61,0.08,2.1,0.071,16,24,0.99376,3.56,0.77,11.1,6
"1383",10.7,0.35,0.53,2.6,0.07,5,16,0.9972,3.15,0.65,11,8
"1384",7.3,0.66,0,2,0.084,6,23,0.9983,3.61,0.96,9.9,6
"1385",6.2,0.7,0.15,5.1,0.076,13,27,0.99622,3.54,0.6,11.9,6
"1386",9.9,0.63,0.24,2.4,0.077,6,33,0.9974,3.09,0.57,9.4,5
"1387",6.1,0.32,0.25,1.8,0.086,5,32,0.99464,3.36,0.44,10.1,5
"1388",8.6,0.55,0.09,3.3,0.068,8,17,0.99735,3.23,0.44,10,5
"1389",6.8,0.6,0.18,1.9,0.079,18,86,0.9968,3.59,0.57,9.3,6
"1390",8.8,0.61,0.19,4,0.094,30,69,0.99787,3.22,0.5,10,6
"1391",7.6,0.9,0.06,2.5,0.079,5,10,0.9967,3.39,0.56,9.8,5
"1392",11.1,0.31,0.49,2.7,0.094,16,47,0.9986,3.12,1.02,10.6,7
"1393",7.1,0.43,0.42,5.5,0.07,29,129,0.9973,3.42,0.72,10.5,5
"1394",7.2,0.37,0.32,2,0.062,15,28,0.9947,3.23,0.73,11.3,7
"1395",6.2,0.785,0,2.1,0.06,6,13,0.99664,3.59,0.61,10,4
"1396",7,0.36,0.21,2.3,0.086,20,65,0.99558,3.4,0.54,10.1,6
"1397",10.3,0.53,0.48,2.5,0.063,6,25,0.9998,3.12,0.59,9.3,6
"1398",9,0.45,0.49,2.6,0.084,21,75,0.9987,3.35,0.57,9.7,5
"1399",12.3,0.5,0.49,2.2,0.089,5,14,1.0002,3.19,0.44,9.6,5
"1400",6.9,0.765,0.02,2.3,0.063,35,63,0.9975,3.57,0.78,9.9,5
"1401",6.5,0.39,0.23,8.3,0.051,28,91,0.9952,3.44,0.55,12.1,6
"1402",7.6,0.3,0.42,2,0.052,6,24,0.9963,3.44,0.82,11.9,6
"1403",6.6,0.61,0.01,1.9,0.08,8,25,0.99746,3.69,0.73,10.5,5
"1404",7,0.42,0.35,1.6,0.088,16,39,0.9961,3.34,0.55,9.2,5
"1405",10,0.49,0.2,11,0.071,13,50,1.0015,3.16,0.69,9.2,6
"1406",10.2,0.36,0.64,2.9,0.122,10,41,0.998,3.23,0.66,12.5,6
"1407",9.1,0.28,0.46,9,0.114,3,9,0.99901,3.18,0.6,10.9,6
"1408",11.1,0.44,0.42,2.2,0.064,14,19,0.99758,3.25,0.57,10.4,6
"1409",8.8,0.61,0.3,2.8,0.088,17,46,0.9976,3.26,0.51,9.3,4
"1410",6.8,0.56,0.22,1.8,0.074,15,24,0.99438,3.4,0.82,11.2,6
"1411",12.5,0.46,0.49,4.5,0.07,26,49,0.9981,3.05,0.57,9.6,4
"1412",6.6,0.58,0,2.2,0.1,50,63,0.99544,3.59,0.68,11.4,6
"1413",7.6,0.55,0.21,2.2,0.071,7,28,0.9964,3.28,0.55,9.7,5
"1414",6.1,0.715,0.1,2.6,0.053,13,27,0.99362,3.57,0.5,11.9,5
"1415",9.3,0.715,0.24,2.1,0.07,5,20,0.9966,3.12,0.59,9.9,5
"1416",10.5,0.42,0.66,2.95,0.116,12,29,0.997,3.24,0.75,11.7,7
"1417",10,0.49,0.2,11,0.071,13,50,1.0015,3.16,0.69,9.2,6
"1418",11.1,0.42,0.47,2.65,0.085,9,34,0.99736,3.24,0.77,12.1,7
"1419",6.8,0.48,0.25,2,0.076,29,61,0.9953,3.34,0.6,10.4,5
"1420",8.2,0.2,0.43,2.5,0.076,31,51,0.99672,3.53,0.81,10.4,6
"1421",5.3,0.715,0.19,1.5,0.161,7,62,0.99395,3.62,0.61,11,5
"1422",7.1,0.59,0,2.1,0.091,9,14,0.99488,3.42,0.55,11.5,7
"1423",9.2,0.92,0.24,2.6,0.087,12,93,0.9998,3.48,0.54,9.8,5
"1424",10.5,0.24,0.47,2.1,0.066,6,24,0.9978,3.15,0.9,11,7
"1425",7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,6
"1426",7,0.685,0,1.9,0.099,9,22,0.99606,3.34,0.6,9.7,5
"1427",8,0.42,0.17,2,0.073,6,18,0.9972,3.29,0.61,9.2,6
"1428",6.4,0.4,0.23,1.6,0.066,5,12,0.9958,3.34,0.56,9.2,5
"1429",9.1,0.765,0.04,1.6,0.078,4,14,0.998,3.29,0.54,9.7,4
"1430",10.5,0.59,0.49,2.1,0.07,14,47,0.9991,3.3,0.56,9.6,4
"1431",7.3,0.34,0.33,2.5,0.064,21,37,0.9952,3.35,0.77,12.1,7
"1432",11.6,0.475,0.4,1.4,0.091,6,28,0.99704,3.07,0.65,10.03333333,6
"1433",8.2,0.35,0.33,2.4,0.076,11,47,0.99599,3.27,0.81,11,6
"1434",7.1,0.34,0.28,2,0.082,31,68,0.99694,3.45,0.48,9.4,5
"1435",8.9,0.5,0.21,2.2,0.088,21,39,0.99692,3.33,0.83,11.1,6
"1436",8.6,0.33,0.4,2.6,0.083,16,68,0.99782,3.3,0.48,9.4,5
"1437",5.6,0.66,0,2.5,0.066,7,15,0.99256,3.52,0.58,12.9,5
"1438",8.3,0.6,0.25,2.2,0.118,9,38,0.99616,3.15,0.53,9.8,5
"1439",6.6,0.695,0,2.1,0.075,12,56,0.9968,3.49,0.67,9.2,5
"1440",8.6,0.635,0.68,1.8,0.403,19,56,0.99632,3.02,1.15,9.3,5
"1441",6.6,0.895,0.04,2.3,0.068,7,13,0.99582,3.53,0.58,10.8,6
"1442",7.2,0.56,0.26,2,0.083,13,100,0.99586,3.26,0.52,9.9,5
"1443",9.7,0.69,0.32,2.5,0.088,22,91,0.9979,3.29,0.62,10.1,5
"1444",6.8,0.62,0.08,1.9,0.068,28,38,0.99651,3.42,0.82,9.5,6
"1445",6.3,0.39,0.08,1.7,0.066,3,20,0.9954,3.34,0.58,9.4,5
"1446",7.8,0.545,0.12,2.5,0.068,11,35,0.996,3.34,0.61,11.6,6
"1447",8.6,0.63,0.17,2.9,0.099,21,119,0.998,3.09,0.52,9.3,5
"1448",8.1,0.66,0.22,2.2,0.069,9,23,0.9968,3.3,1.2,10.3,5
"1449",7.4,0.39,0.48,2,0.082,14,67,0.9972,3.34,0.55,9.2,5
"1450",7.5,0.4,0.12,3,0.092,29,53,0.9967,3.37,0.7,10.3,6
"1451",6.8,0.48,0.08,1.8,0.074,40,64,0.99529,3.12,0.49,9.6,5
"1452",7.2,0.66,0.03,2.3,0.078,16,86,0.99743,3.53,0.57,9.7,5
"1453",6.7,0.54,0.13,2,0.076,15,36,0.9973,3.61,0.64,9.8,5
"1454",6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,6
"1455",9.4,0.4,0.31,2.2,0.09,13,62,0.9966,3.07,0.63,10.5,6
"1456",7.3,0.43,0.24,2.5,0.078,27,67,0.99648,3.6,0.59,11.1,6
"1457",6.9,0.52,0.25,2.6,0.081,10,37,0.99685,3.46,0.5,11,5
"1458",6.1,0.64,0.02,2.4,0.069,26,46,0.99358,3.47,0.45,11,5
"1459",7.6,0.54,0.13,2.5,0.097,24,66,0.99785,3.39,0.61,9.4,5
"1460",8.6,0.685,0.1,1.6,0.092,3,12,0.99745,3.31,0.65,9.55,6
"1461",10.6,0.5,0.45,2.6,0.119,34,68,0.99708,3.23,0.72,10.9,6
"1462",7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,5
"1463",5.6,0.5,0.09,2.3,0.049,17,99,0.9937,3.63,0.63,13,5
"1464",7.1,0.61,0.02,2.5,0.081,17,87,0.99745,3.48,0.6,9.7,6
"1465",15,0.21,0.44,2.2,0.075,10,24,1.00005,3.07,0.84,9.2,7
"1466",8.8,0.33,0.41,5.9,0.073,7,13,0.99658,3.3,0.62,12.1,7
"1467",7.5,0.64,0,2.4,0.077,18,29,0.9965,3.32,0.6,10,6
"1468",7.4,0.61,0.01,2,0.074,13,38,0.99748,3.48,0.65,9.8,5
"1469",10.1,0.31,0.35,1.6,0.075,9,28,0.99672,3.24,0.83,11.2,7
"1470",7.3,0.91,0.1,1.8,0.074,20,56,0.99672,3.35,0.56,9.2,5
"1471",9.1,0.5,0.3,1.9,0.065,8,17,0.99774,3.32,0.71,10.5,6
"1472",6.8,0.41,0.31,8.8,0.084,26,45,0.99824,3.38,0.64,10.1,6
"1473",7.2,0.63,0,1.9,0.097,14,38,0.99675,3.37,0.58,9,6
"1474",7.7,0.715,0.01,2.1,0.064,31,43,0.99371,3.41,0.57,11.8,6
"1475",6.8,0.36,0.32,1.8,0.067,4,8,0.9928,3.36,0.55,12.8,7
"1476",15.6,0.645,0.49,4.2,0.095,10,23,1.00315,2.92,0.74,11.1,5
"1477",7.4,0.55,0.22,2.2,0.106,12,72,0.9959,3.05,0.63,9.2,5
"1478",10.8,0.29,0.42,1.6,0.084,19,27,0.99545,3.28,0.73,11.9,6
"1479",11.1,0.18,0.48,1.5,0.068,7,15,0.9973,3.22,0.64,10.1,6
"1480",7.1,0.75,0.01,2.2,0.059,11,18,0.99242,3.39,0.4,12.8,6
"1481",8.6,0.49,0.29,2,0.11,19,133,0.9972,2.93,1.98,9.8,5
"1482",8.7,0.31,0.46,1.4,0.059,11,25,0.9966,3.36,0.76,10.1,6
"1483",10.2,0.33,0.46,1.9,0.081,6,9,0.99628,3.1,0.48,10.4,6
"1484",9.5,0.39,0.41,8.9,0.069,18,39,0.99859,3.29,0.81,10.9,7
"1485",8.9,0.22,0.48,1.8,0.077,29,60,0.9968,3.39,0.53,9.4,6
"1486",7.2,0.34,0.32,2.5,0.09,43,113,0.9966,3.32,0.79,11.1,5
"1487",15.6,0.685,0.76,3.7,0.1,6,43,1.0032,2.95,0.68,11.2,7
"1488",7,0.59,0,1.7,0.052,3,8,0.996,3.41,0.47,10.3,5
"1489",8.2,0.28,0.6,3,0.104,10,22,0.99828,3.39,0.68,10.6,5
"1490",8,0.725,0.24,2.8,0.083,10,62,0.99685,3.35,0.56,10,6
"1491",6.6,0.56,0.14,2.4,0.064,13,29,0.99397,3.42,0.62,11.7,7
"1492",10.9,0.53,0.49,4.6,0.118,10,17,1.0002,3.07,0.56,11.7,6
"1493",7.3,0.32,0.23,2.3,0.066,35,70,0.99588,3.43,0.62,10.1,5
"1494",7.8,0.34,0.37,2,0.082,24,58,0.9964,3.34,0.59,9.4,6
"1495",6.2,0.63,0.31,1.7,0.088,15,64,0.9969,3.46,0.79,9.3,5
"1496",7,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3,6
"1497",6.2,0.46,0.29,2.1,0.074,32,98,0.99578,3.33,0.62,9.8,5
"1498",12.3,0.39,0.63,2.3,0.091,6,18,1.0004,3.16,0.49,9.5,5
"1499",10.6,1.02,0.43,2.9,0.076,26,88,0.9984,3.08,0.57,10.1,6
"1500",6.9,0.4,0.24,2.5,0.083,30,45,0.9959,3.26,0.58,10,5
"1501",7.8,0.56,0.12,2,0.082,7,28,0.997,3.37,0.5,9.4,6
"1502",13.2,0.46,0.52,2.2,0.071,12,35,1.0006,3.1,0.56,9,6
"1503",7.1,0.59,0.01,2.3,0.08,27,43,0.9955,3.42,0.58,10.7,6
"1504",7.6,0.43,0.29,2.1,0.075,19,66,0.99718,3.4,0.64,9.5,5
"1505",7,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3,6
"1506",8,0.5,0.39,2.6,0.082,12,46,0.9985,3.43,0.62,10.7,6
"1507",5.8,0.68,0.02,1.8,0.087,21,94,0.9944,3.54,0.52,10,5
"1508",9.1,0.47,0.49,2.6,0.094,38,106,0.9982,3.08,0.59,9.1,5
"1509",8.2,1,0.09,2.3,0.065,7,37,0.99685,3.32,0.55,9,6
"1510",10,0.56,0.24,2.2,0.079,19,58,0.9991,3.18,0.56,10.1,6
"1511",5.2,0.49,0.26,2.3,0.09,23,74,0.9953,3.71,0.62,12.2,6
"1512",7,0.62,0.18,1.5,0.062,7,50,0.9951,3.08,0.6,9.3,5
"1513",9.5,0.46,0.24,2.7,0.092,14,44,0.998,3.12,0.74,10,6
"1514",8.2,0.7,0.23,2,0.099,14,81,0.9973,3.19,0.7,9.4,5
"1515",5.5,0.49,0.03,1.8,0.044,28,87,0.9908,3.5,0.82,14,8
"1516",9.5,0.46,0.49,6.3,0.064,5,17,0.9988,3.21,0.73,11,6
"1517",5.8,1.01,0.66,2,0.039,15,88,0.99357,3.66,0.6,11.5,6
"1518",7.8,0.54,0.26,2,0.088,23,48,0.9981,3.41,0.74,9.2,6
"1519",7.3,0.55,0.03,1.6,0.072,17,42,0.9956,3.37,0.48,9,4
"1520",6.9,0.635,0.17,2.4,0.241,6,18,0.9961,3.4,0.59,10.3,6
"1521",8.3,0.65,0.1,2.9,0.089,17,40,0.99803,3.29,0.55,9.5,5
"1522",8.9,0.595,0.41,7.9,0.086,30,109,0.9998,3.27,0.57,9.3,5
"1523",11.5,0.35,0.49,3.3,0.07,10,37,1.0003,3.32,0.91,11,6
"1524",6.4,0.795,0,2.2,0.065,28,52,0.99378,3.49,0.52,11.6,5
"1525",6.7,0.32,0.44,2.4,0.061,24,34,0.99484,3.29,0.8,11.6,7
"1526",6.4,0.63,0.21,1.6,0.08,12,32,0.99689,3.58,0.66,9.8,5
"1527",7.1,0.43,0.42,5.5,0.071,28,128,0.9973,3.42,0.71,10.5,5
"1528",7.5,0.59,0.22,1.8,0.082,43,60,0.99499,3.1,0.42,9.2,5
"1529",12.5,0.38,0.6,2.6,0.081,31,72,0.9996,3.1,0.73,10.5,5
"1530",6.8,0.59,0.06,6,0.06,11,18,0.9962,3.41,0.59,10.8,7
